Severity,Sensor,Interfaces,Event,Src Host,Src Hosts,Dst Host,Dst Hosts,Src Subnet,Src Subnets,Dst Subnet,Dst Subnets,Src User,Dst User,Service,Service Type,Protocol,Events,Start time,End time
4,mendel,eno2,P2P: BTWebClient UA uTorrent in use,tmb_klm1 (147.232.31.42),1,utclient.utorrent.com (18.239.255.15),1,Automatically created subnet (147.232.31.0/24),1,AMAZON-02,1,,,HTTP (80),REMOTE,TCP (6),1,2024-06-25 08:11:00,2024-06-25 08:12:59
4,mendel,,Discovery: New Web service,,,tmb_klm1 (147.232.31.42),1,,,Automatically created subnet (147.232.31.0/24),1,,,HTTP (50014),LOCAL,TCP (6),1,2024-06-18 09:26:00,2024-06-18 09:56:00
4,mendel,eno2,Outlier: Peers at Subnet,tmb_klm1 (147.232.31.42),1,,,Automatically created subnet (147.232.31.0/24),1,,,,,,REMOTE,IP (0),1,2024-06-18 09:54:00,2024-06-18 09:55:59
4,mendel,eno2,Scan: Port Scan-like Behavior (local service discovery),tmb_klm1 (147.232.31.42),1,tunet (147.232.31.1),1,Automatically created subnet (147.232.31.0/24),1,Automatically created subnet (147.232.31.0/24),1,,,,ANY,IP (0),1,2024-06-25 08:35:39,2024-06-25 08:36:14
4,mendel,eno2,Scan: Potential SSH Scan,tmb_klm1 (147.232.31.42),1,tunet (147.232.31.1),1,Automatically created subnet (147.232.31.0/24),1,Automatically created subnet (147.232.31.0/24),1,,,22,ANY,TCP (6),1,2024-06-26 08:48:00,2024-06-26 08:49:59
4,mendel,eno2,Scan: Potential VNC Scan 5800-5820,tmb_klm1 (147.232.31.42),1,tunet (147.232.31.1),1,Automatically created subnet (147.232.31.0/24),1,Automatically created subnet (147.232.31.0/24),1,,,5800,ANY,TCP (6),1,2024-06-26 08:49:00,2024-06-26 08:50:59
4,mendel,eno2,Scan: Potential VNC Scan 5900-5920,tmb_klm1 (147.232.31.42),1,tunet (147.232.31.1),1,Automatically created subnet (147.232.31.0/24),1,Automatically created subnet (147.232.31.0/24),1,,,5900,ANY,TCP (6),1,2024-06-26 08:49:00,2024-06-26 08:50:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,5x167x144x26.dynamic.saratov.ertelecom.ru (5.167.144.26),1,Automatically created subnet (147.232.31.0/24),1,JSC ER-Telecom Holding,1,,,BITTORRENT-DHT (57700),REMOTE,UDP (17),1,2024-06-26 13:39:00,2024-06-26 13:40:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,14.34.16.14,1,Automatically created subnet (147.232.31.0/24),1,Korea Telecom,1,,,BITTORRENT-DHT (40776),REMOTE,UDP (17),1,2024-06-25 10:21:00,2024-06-25 10:22:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,g6-55-o7d (147.232.31.42),1,14.47.48.187,1,Automatically created subnet (147.232.31.0/24),1,Korea Telecom,1,,,BITTORRENT-DHT (7918),REMOTE,UDP (17),1,2024-06-26 14:20:00,2024-06-26 14:21:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,14.53.68.39,1,Automatically created subnet (147.232.31.0/24),1,Korea Telecom,1,,,BITTORRENT-DHT (6881),REMOTE,UDP (17),1,2024-06-25 08:07:00,2024-06-25 08:08:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,18.196.86.103,1,Automatically created subnet (147.232.31.0/24),1,AMAZON-02,1,,,BITTORRENT-DHT (6892),REMOTE,UDP (17),1,2024-06-18 09:54:00,2024-06-18 09:55:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,24-100-108-24-100-108-159.cpe.sparklight.net (24.100.108.159),1,Automatically created subnet (147.232.31.0/24),1,CABLEONE,1,,,BITTORRENT-DHT (6512),REMOTE,UDP (17),1,2024-06-25 09:45:00,2024-06-25 09:46:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,31.44.244.247,1,Automatically created subnet (147.232.31.0/24),1,BaikalWestCom,1,,,BITTORRENT-DHT (53333),REMOTE,UDP (17),1,2024-06-25 08:40:00,2024-06-25 08:41:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,ec2-34-226-15-95.compute-1.amazonaws.com (34.226.15.95),1,Automatically created subnet (147.232.31.0/24),1,AMAZON-AES,1,,,BITTORRENT-DHT (6880),REMOTE,UDP (17),1,2024-06-18 10:39:00,2024-06-18 10:40:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,37.46.115.29,1,Automatically created subnet (147.232.31.0/24),1,AltusHost B.V.,1,,,BITTORRENT-DHT (51370),REMOTE,UDP (17),1,2024-06-26 12:44:00,2024-06-26 12:45:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,37.48.70.4,1,Automatically created subnet (147.232.31.0/24),1,LeaseWeb Netherlands B.V.,1,,,BITTORRENT-DHT (28012),REMOTE,UDP (17),1,2024-06-18 11:53:00,2024-06-18 11:54:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,39.163.216.71,1,Automatically created subnet (147.232.31.0/24),1,"Henan Mobile Communications Co.,Ltd",1,,,BITTORRENT-DHT (22528),REMOTE,UDP (17),1,2024-06-26 08:04:00,2024-06-26 08:05:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,41.71.102.20,1,Automatically created subnet (147.232.31.0/24),1,RSAWEB Internet Services,1,,,BITTORRENT-DHT (6882),REMOTE,UDP (17),1,2024-06-26 12:59:00,2024-06-26 13:00:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,www.seedbox.vip (45.154.86.165),1,Automatically created subnet (147.232.31.0/24),1,LeaseWeb Netherlands B.V.,1,,,BITTORRENT-DHT (63220),REMOTE,UDP (17),1,2024-06-18 10:34:00,2024-06-18 10:35:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,46.72.140.224,1,Automatically created subnet (147.232.31.0/24),1,PJSC MegaFon,1,,,BITTORRENT-DHT (58056),REMOTE,UDP (17),1,2024-06-25 08:50:00,2024-06-25 08:51:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,46.147.152.206,1,Automatically created subnet (147.232.31.0/24),1,JSC ER-Telecom Holding,1,,,BITTORRENT-DHT (33451),REMOTE,UDP (17),1,2024-06-25 08:45:00,2024-06-25 08:46:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,46.232.211.44,1,Automatically created subnet (147.232.31.0/24),1,SlashN Services Pte. Ltd.,1,,,BITTORRENT-DHT (58021),REMOTE,UDP (17),1,2024-06-26 08:19:00,2024-06-26 08:20:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,49.207.187.138.actcorp.in (49.207.187.138),1,Automatically created subnet (147.232.31.0/24),1,Atria Convergence Technologies Pvt. Ltd. Broadband Internet Serv,1,,,BITTORRENT-DHT (32935),REMOTE,UDP (17),1,2024-06-25 08:17:00,2024-06-25 08:18:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,vps-a8052e69.vps.ovh.net (51.195.150.96),1,Automatically created subnet (147.232.31.0/24),1,OVH SAS,1,,,BITTORRENT-DHT (51463),REMOTE,UDP (17),1,2024-06-26 08:14:00,2024-06-26 08:15:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,59.21.48.189,1,Automatically created subnet (147.232.31.0/24),1,Korea Telecom,1,,,BITTORRENT-DHT (41065),REMOTE,UDP (17),1,2024-06-26 08:09:00,2024-06-26 08:10:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,178.115.61.59.broad.fz.fj.dynamic.163data.com.cn (59.61.115.178),1,Automatically created subnet (147.232.31.0/24),1,Chinanet,1,,,BITTORRENT-DHT (63219),REMOTE,UDP (17),1,2024-06-25 08:29:00,2024-06-25 08:30:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,60.125.201.133,1,Automatically created subnet (147.232.31.0/24),1,SoftBank Corp.,1,,,BITTORRENT-DHT (51413),REMOTE,UDP (17),1,2024-06-26 08:34:00,2024-06-26 08:35:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,g6-55-o7d (147.232.31.42),1,64.18.183.27,1,Automatically created subnet (147.232.31.0/24),1,ORICOM-QUEBEC1,1,,,BITTORRENT-DHT (49001),REMOTE,UDP (17),1,2024-06-26 15:00:00,2024-06-26 15:01:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,64.224.255.72,1,Automatically created subnet (147.232.31.0/24),1,NS,1,,,BITTORRENT-DHT (54477),REMOTE,UDP (17),1,2024-06-26 08:49:00,2024-06-26 08:50:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,syn-067-008-037-201.res.spectrum.com (67.8.37.201),1,Automatically created subnet (147.232.31.0/24),1,BHN-33363,1,,,BITTORRENT-DHT (46850),REMOTE,UDP (17),1,2024-06-26 08:59:00,2024-06-26 09:00:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,g6-55-o7d (147.232.31.42),1,router.bittorrent.com (67.215.246.10),1,Automatically created subnet (147.232.31.0/24),1,ASN-QUADRANET-GLOBAL,1,,,BITTORRENT-DHT (6881),REMOTE,UDP (17),1,2024-06-25 07:57:00,2024-06-25 07:58:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,71.233.92.74,1,Automatically created subnet (147.232.31.0/24),1,COMCAST-7922,1,,,BITTORRENT-DHT (8999),REMOTE,UDP (17),1,2024-06-18 10:14:00,2024-06-18 10:15:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,dyn-206-151.pppoe.tmb.ru (78.132.206.151),1,Automatically created subnet (147.232.31.0/24),1,Rostelecom,1,,,BITTORRENT-DHT (20481),REMOTE,UDP (17),1,2024-06-25 10:47:00,2024-06-25 10:48:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,49-97-139-78.kamensktel.ru (78.139.97.49),1,Automatically created subnet (147.232.31.0/24),1,Closed Joint Stock Company Radiotelephone,1,,,BITTORRENT-DHT (2079),REMOTE,UDP (17),1,2024-06-26 13:49:00,2024-06-26 13:50:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,g6-55-o7d (147.232.31.42),1,79.183.181.174,1,Automatically created subnet (147.232.31.0/24),1,Bezeq International Ltd.,1,,,BITTORRENT-DHT (24237),REMOTE,UDP (17),1,2024-06-26 14:45:00,2024-06-26 14:46:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,80.84.120.78,1,Automatically created subnet (147.232.31.0/24),1,Flex Ltd.,1,,,BITTORRENT-DHT (49001),REMOTE,UDP (17),1,2024-06-25 11:18:00,2024-06-25 11:19:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,82.9.181.8,1,Automatically created subnet (147.232.31.0/24),1,Virgin Media,1,,,BITTORRENT-DHT (14008),REMOTE,UDP (17),1,2024-06-25 09:00:00,2024-06-25 09:01:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,g6-55-o7d (147.232.31.42),1,83.25.226.140.ipv4.supernova.orange.pl (83.25.226.140),1,Automatically created subnet (147.232.31.0/24),1,Orange Polska Spolka Akcyjna,1,,,BITTORRENT-DHT (49129),REMOTE,UDP (17),1,2024-06-26 14:30:00,2024-06-26 14:31:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,46.red-83-33-148.dynamicip.rima-tde.net (83.33.148.46),1,Automatically created subnet (147.232.31.0/24),1,Telefonica De Espana S.a.u.,1,,,BITTORRENT-DHT (55720),REMOTE,UDP (17),1,2024-06-25 11:23:00,2024-06-25 11:24:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,clients-pools.sf.cooolbox.bg (84.21.205.241),1,Automatically created subnet (147.232.31.0/24),1,Cooolbox AD,1,,,BITTORRENT-DHT (36881),REMOTE,UDP (17),1,2024-06-18 13:14:00,2024-06-18 13:15:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,85.65.249.61.dynamic.barak-online.net (85.65.249.61),1,Automatically created subnet (147.232.31.0/24),1,Cellcom Fixed Line Communication L.P,1,,,BITTORRENT-DHT (38032),REMOTE,UDP (17),1,2024-06-25 10:11:00,2024-06-25 10:12:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,fibhost-67-230-5.fibernet.hu (85.67.230.5),1,Automatically created subnet (147.232.31.0/24),1,DIGI Tavkozlesi es Szolgaltato Kft.,1,,,BITTORRENT-DHT (44667),REMOTE,UDP (17),1,2024-06-18 10:44:00,2024-06-18 10:45:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,85.132.110.74,1,Automatically created subnet (147.232.31.0/24),1,SELNET LLC,1,,,BITTORRENT-DHT (42664),REMOTE,UDP (17),1,2024-06-26 12:49:00,2024-06-26 12:50:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,cpc90242-gill19-2-0-cust2999.20-1.cable.virginm.net (86.27.27.184),1,Automatically created subnet (147.232.31.0/24),1,Virgin Media,1,,,BITTORRENT-DHT (6881),REMOTE,UDP (17),1,2024-06-25 10:42:00,2024-06-25 10:43:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,g6-55-o7d (147.232.31.42),1,563be721.catv.pool.telekom.hu (86.59.231.33),1,Automatically created subnet (147.232.31.0/24),1,Magyar Telekom plc.,1,,,BITTORRENT-DHT (8804),REMOTE,UDP (17),1,2024-06-26 07:59:00,2024-06-26 08:00:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,g6-55-o7d (147.232.31.42),1,87.206.240.41,1,Automatically created subnet (147.232.31.0/24),1,Liberty Global B.V.,1,,,BITTORRENT-DHT (60092),REMOTE,UDP (17),1,2024-06-26 15:05:00,2024-06-26 15:06:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,hosted.by.walkerservers.com (88.198.230.221),1,Automatically created subnet (147.232.31.0/24),1,Hetzner Online GmbH,1,,,BITTORRENT-DHT (49668),REMOTE,UDP (17),1,2024-06-18 13:54:00,2024-06-18 13:55:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,88.204.193.16,1,Automatically created subnet (147.232.31.0/24),1,JSC Kazakhtelecom,1,,,BITTORRENT-DHT (56136),REMOTE,UDP (17),1,2024-06-18 13:39:00,2024-06-18 13:40:59
4,mendel,eno2,P2P: BitTorrent DHT ping request,tmb_klm1 (147.232.31.42),1,88.207.108.77,1,Automatically created subnet (147.232.31.0/24),1,A1 Hrvatska d.o.o.,1,,,BITTORRENT-DHT (31826),REMOTE,UDP (17),1,2024-06-25 08:55:00,2024-06-25 08:56:59
4,mendel,eno2,Policy: Request to an external DNS server,tmb_klm1 (147.232.31.42),1,208.67.222.222,1,Automatically created subnet (147.232.31.0/24),1,OPENDNS,1,,,DNS (53),REMOTE,UDP (17),1,2024-06-26 08:33:00,2024-06-26 08:34:59
4,mendel,eno2,Blacklist: Abuse.ch URLHaus blacklist - past 30 days - UDP,tmb_klm1 (147.232.31.42),1,119.166.77.245,1,Automatically created subnet (147.232.31.0/24),1,CHINA UNICOM China169 Backbone,1,,,BITTORRENT-DHT (8082),REMOTE,UDP (17),1,2024-06-25 08:11:00,2024-06-25 08:12:59
3,mendel,eno2,DNS: Query for .to TLD,tmb_klm1 (147.232.31.42),1,rs1.tuke.sk (147.232.3.2),1,Automatically created subnet (147.232.31.0/24),1,Zdruzenie pouzivatelov Slovenskej akademickej datovej siete,1,,,DNS (53),REMOTE,UDP (17),13,2024-06-26 08:37:00,2024-06-26 12:45:59
3,mendel,eno2,Info: Microsoft Connection Test,tmb_klm1 (147.232.31.42),2,www.msftconnecttest.com (62.197.198.178),1,Automatically created subnet (147.232.31.0/24),1,"SWAN, a.s.",1,,,HTTP (80),REMOTE,TCP (6),10,2024-06-18 10:23:00,2024-06-26 07:59:59
3,mendel,eno2,Info: Microsoft Connection Test,tmb_klm1 (147.232.31.42),1,www.msftconnecttest.com (62.197.198.177),1,Automatically created subnet (147.232.31.0/24),1,"SWAN, a.s.",1,,,HTTP (80),REMOTE,TCP (6),9,2024-06-18 11:43:00,2024-06-26 12:45:59
3,mendel,eno2,DNS: Query for .to TLD,tmb_klm1 (147.232.31.42),1,rs2.tuke.sk (147.232.16.16),1,Automatically created subnet (147.232.31.0/24),1,Zdruzenie pouzivatelov Slovenskej akademickej datovej siete,1,,,DNS (53),REMOTE,UDP (17),9,2024-06-26 08:37:00,2024-06-26 12:45:59
3,mendel,eno2,Outlier: Entropy (ports) at Host,tmb_klm1 (147.232.31.42),1,,,Automatically created subnet (147.232.31.0/24),1,,,,,,REMOTE,IP (0),6,2024-06-25 08:34:00,2024-06-26 08:57:59
3,mendel,eno2,Policy: Request to an external DNS server,tmb_klm1 (147.232.31.42),1,dns.google (8.8.8.8),2,Automatically created subnet (147.232.31.0/24),1,GOOGLE,1,,,DNS (53),REMOTE,UDP (17),5,2024-06-18 13:04:00,2024-06-26 12:45:59
3,mendel,eno2,Policy: External IP Lookup (avast .com),tmb_klm1 (147.232.31.42),2,ip-info.ff.avast.com (34.149.149.62),1,Automatically created subnet (147.232.31.0/24),1,GOOGLE-CLOUD-PLATFORM,1,,,HTTP (80),REMOTE,TCP (6),4,2024-06-25 07:57:00,2024-06-26 08:00:59
3,mendel,eno2,DNS: Query to a .tk domain - Likely Hostile,tmb_klm1 (147.232.31.42),1,rs1.tuke.sk (147.232.3.2),1,Automatically created subnet (147.232.31.0/24),1,Zdruzenie pouzivatelov Slovenskej akademickej datovej siete,1,,,DNS (53),REMOTE,UDP (17),4,2024-06-26 08:37:00,2024-06-26 12:45:59
3,mendel,eno2,P2P: BitTorrent peer sync,tmb_klm1 (147.232.31.42),1,77.238.121.149,1,Automatically created subnet (147.232.31.0/24),1,Asiatech Data Transmission company,1,,,50652,REMOTE,TCP (6),4,2024-06-26 08:37:00,2024-06-26 08:58:59
3,mendel,eno2,P2P: BitTorrent peer sync,tmb_klm1 (147.232.31.42),1,178.162.173.148,1,Automatically created subnet (147.232.31.0/24),1,LeaseWeb Netherlands B.V.,1,,,20004,REMOTE,TCP (6),3,2024-06-26 08:41:00,2024-06-26 08:53:59
3,mendel,eno2,DNS: Query for .to TLD,tmb_klm1 (147.232.31.42),1,rs3.tuke.sk (193.87.100.12),1,Automatically created subnet (147.232.31.0/24),1,Zdruzenie pouzivatelov Slovenskej akademickej datovej siete,1,,,DNS (53),REMOTE,UDP (17),3,2024-06-26 08:37:00,2024-06-26 12:45:59
3,mendel,eno2,Outlier: Flows at Host,tmb_klm1 (147.232.31.42),1,,,Automatically created subnet (147.232.31.0/24),1,,,,,,REMOTE,IP (0),3,2024-06-25 08:27:00,2024-06-25 08:36:59
3,mendel,eno2,Hunting: SUSPICIOUS Dotted Quad Host MZ Response,g6-55-o7d (147.232.31.42),1,46.228.221.162,1,Automatically created subnet (147.232.31.0/24),1,DataNetworks s.r.o.,1,,,HTTP (80),REMOTE,TCP (6),3,2024-06-25 07:57:00,2024-06-25 07:59:59
3,mendel,eno2,Policy: PE EXE or DLL Windows file download HTTP,g6-55-o7d (147.232.31.42),1,46.228.221.162,1,Automatically created subnet (147.232.31.0/24),1,DataNetworks s.r.o.,1,,,HTTP (80),REMOTE,TCP (6),3,2024-06-25 07:57:00,2024-06-25 07:59:59
3,mendel,eno2,Info: EXE - Served Attached HTTP,tmb_klm1 (147.232.31.42),1,download.visualstudio.microsoft.com (68.232.34.200),1,Automatically created subnet (147.232.31.0/24),1,EDGECAST,1,,,HTTP (80),REMOTE,TCP (6),2,2024-06-26 12:45:00,2024-06-26 12:46:59
3,mendel,eno2,DNS: Query for .cc TLD,tmb_klm1 (147.232.31.42),1,rs1.tuke.sk (147.232.3.2),1,Automatically created subnet (147.232.31.0/24),1,Zdruzenie pouzivatelov Slovenskej akademickej datovej siete,1,,,DNS (53),REMOTE,UDP (17),2,2024-06-26 08:30:00,2024-06-26 08:31:59
3,mendel,eno2,Info: WinHttp AutoProxy Request wpad.dat Possible BadTunnel,tmb_klm1 (147.232.31.42),1,wpad.sk (31.31.75.245),2,Automatically created subnet (147.232.31.0/24),1,"WEDOS Internet, a.s.",1,,,HTTP (80),REMOTE,TCP (6),2,2024-06-25 08:36:00,2024-06-26 08:49:59
3,mendel,eno2,P2P: BitTorrent peer sync,tmb_klm1 (147.232.31.42),1,bl9-92-254.dsl.telepac.pt (85.242.92.254),1,Automatically created subnet (147.232.31.0/24),1,Servicos De Comunicacoes E Multimedia S.A.,1,,,8999,REMOTE,TCP (6),2,2024-06-26 08:45:00,2024-06-26 08:51:59
3,mendel,eno2,P2P: BitTorrent peer sync,tmb_klm1 (147.232.31.42),1,host-103-119-64-216.myrepublic.co.id (103.119.64.216),1,Automatically created subnet (147.232.31.0/24),1,PT. Eka Mas Republik,1,,,19124,REMOTE,TCP (6),2,2024-06-26 08:38:00,2024-06-26 08:52:59
3,mendel,eno2,P2P: BitTorrent peer sync,tpl_lom3.local (147.232.31.42),1,83.240.8.59,1,Automatically created subnet (147.232.31.0/24),1,Nej.cz s.r.o.,1,,,42711,REMOTE,TCP (6),1,2024-06-18 09:44:00,2024-06-18 09:45:59
3,mendel,eno2,Info: Microsoft Connection Test,tpl_lom3.local (147.232.31.42),1,www.msftconnecttest.com (87.244.222.41),1,Automatically created subnet (147.232.31.0/24),1,ENERGOTEL a.s.,1,,,HTTP (80),REMOTE,TCP (6),1,2024-06-18 09:44:00,2024-06-18 09:45:59
3,mendel,eno2,Hunting: SUSPICIOUS Dotted Quad Host MZ Response,g6-55-o7d (147.232.31.42),1,46.228.223.162,1,Automatically created subnet (147.232.31.0/24),1,DataNetworks s.r.o.,1,,,HTTP (80),REMOTE,TCP (6),1,2024-06-26 07:59:00,2024-06-26 08:00:59
3,mendel,eno2,Policy: PE EXE or DLL Windows file download HTTP,g6-55-o7d (147.232.31.42),1,46.228.223.162,1,Automatically created subnet (147.232.31.0/24),1,DataNetworks s.r.o.,1,,,HTTP (80),REMOTE,TCP (6),1,2024-06-26 07:59:00,2024-06-26 08:00:59
3,mendel,eno2,DNS: Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,tmb_klm1 (147.232.31.42),1,103.77.137.170,1,Automatically created subnet (147.232.31.0/24),1,Alliance Broadband Services Pvt. Ltd.,1,,,BITTORRENT-DHT (53),REMOTE,UDP (17),1,2024-06-26 08:48:00,2024-06-26 08:49:59
3,mendel,eno2,DNS: Query to a .tk domain - Likely Hostile,tmb_klm1 (147.232.31.42),1,rs2.tuke.sk (147.232.16.16),1,Automatically created subnet (147.232.31.0/24),1,Zdruzenie pouzivatelov Slovenskej akademickej datovej siete,1,,,DNS (53),REMOTE,UDP (17),1,2024-06-26 08:37:00,2024-06-26 08:38:59
3,mendel,eno2,P2P: BitTorrent peer sync,tmb_klm1 (147.232.31.42),1,217.138.195.27,1,Automatically created subnet (147.232.31.0/24),1,M247 Europe SRL,1,,,57931,REMOTE,TCP (6),1,2024-06-26 08:47:00,2024-06-26 08:48:59
3,mendel,eno2,Policy: Request to an external DNS server,g6-55-o7d (147.232.31.42),1,8.8.4.4,1,Automatically created subnet (147.232.31.0/24),1,GOOGLE,1,,,DNS (53),REMOTE,UDP (17),1,2024-06-25 07:57:00,2024-06-25 07:58:59
3,mendel,eno2,Info: Weak cipher suite used in communication,tmb_klm1 (147.232.31.42),1,pixel.rubiconproject.com (69.173.144.165),1,Automatically created subnet (147.232.31.0/24),1,RUBICONPROJECT,1,,,HTTPS (443),REMOTE,TCP (6),1,2024-06-18 13:07:00,2024-06-18 13:08:59
3,mendel,eno2,Info: Weak cipher suite used in communication,tmb_klm1 (147.232.31.42),1,data.ad-score.com (130.211.115.4),1,Automatically created subnet (147.232.31.0/24),1,GOOGLE-CLOUD-PLATFORM,1,,,HTTPS (443),REMOTE,TCP (6),1,2024-06-18 09:47:00,2024-06-18 09:48:59
2,mendel,eno2,Misc: UPnP malformed advertisement,tmb_klm1 (147.232.31.42),2,239.255.255.250,1,Automatically created subnet (147.232.31.0/24),1,Multicast: Administratively scoped (239.0.0.0/8),1,,,1900,ANY,UDP (17),207,2024-06-25 07:57:00,2024-06-26 15:09:59
2,mendel,eno2,Info: External IP Lookup Service in DNS Query (ip-info .ff .avast .com),tmb_klm1 (147.232.31.42),1,rs1.tuke.sk (147.232.3.2),1,Automatically created subnet (147.232.31.0/24),1,Zdruzenie pouzivatelov Slovenskej akademickej datovej siete,1,,,DNS (53),REMOTE,UDP (17),17,2024-06-18 12:07:00,2024-06-26 12:45:59
2,mendel,eno2,Info: Observed External IP Lookup Domain (ip-info .ff .avast .com) in TLS SNI,tmb_klm1 (147.232.31.42),1,ip-info.ff.avast.com (34.149.149.62),1,Automatically created subnet (147.232.31.0/24),1,GOOGLE-CLOUD-PLATFORM,1,,,HTTPS (443),REMOTE,TCP (6),10,2024-06-18 12:07:00,2024-06-26 12:45:59
2,mendel,eno2,Outlier: Data at Subnet,tmb_klm1 (147.232.31.42),1,,,Automatically created subnet (147.232.31.0/24),1,,,,,,REMOTE,IP (0),3,2024-06-18 10:00:00,2024-06-18 10:06:59
2,mendel,eno2,Info: Avast! User-Agent detected,tmb_klm1 (147.232.31.42),1,a117.dscd.akamai.net (87.244.222.17),1,Automatically created subnet (147.232.31.0/24),1,ENERGOTEL a.s.,1,,,HTTP (80),REMOTE,TCP (6),3,2024-06-25 07:57:00,2024-06-25 08:37:59
2,mendel,eno2,Info: Avast! User-Agent detected,tmb_klm1 (147.232.31.42),1,t1024579.iavs9x.u.avast.com (62.197.198.176),1,Automatically created subnet (147.232.31.0/24),1,"SWAN, a.s.",1,,,HTTP (80),REMOTE,TCP (6),2,2024-06-26 07:58:00,2024-06-26 12:45:59
2,mendel,eno2,Info: Avast! User-Agent detected,tmb_klm1 (147.232.31.42),1,c3978047.vps18.u.avcdn.net (87.244.222.19),1,Automatically created subnet (147.232.31.0/24),1,ENERGOTEL a.s.,1,,,HTTP (80),REMOTE,TCP (6),2,2024-06-25 07:57:00,2024-06-25 08:35:59
2,mendel,eno2,Hunting: If-Unmodified-Since Header with Microsoft BITS User-Agent,tmb_klm1 (147.232.31.42),1,emupdate.avcdn.net (62.197.198.170),1,Automatically created subnet (147.232.31.0/24),1,"SWAN, a.s.",1,,,HTTP (80),REMOTE,TCP (6),2,2024-06-26 07:58:00,2024-06-26 12:45:59
2,mendel,eno2,ICMP-info: PING *NIX,79.124.49.78,1,tmb_klm1 (147.232.31.42),1,Tamatiya EOOD,1,Automatically created subnet (147.232.31.0/24),1,,,Echo,LOCAL,ICMP (1),1,2024-06-25 09:47:00,2024-06-25 09:48:59
2,mendel,eno2,ICMP-info: PING BSDtype,79.124.49.78,1,tmb_klm1 (147.232.31.42),1,Tamatiya EOOD,1,Automatically created subnet (147.232.31.0/24),1,,,Echo,LOCAL,ICMP (1),1,2024-06-25 09:47:00,2024-06-25 09:48:59
